id,first_name,received,administrator,guide_code,Country of Origin,Initial_guide_code,custom trip,trip_code,status,departure_date,duration,guide_confirmed_date,guide_availability confirmed,availability,guide_recommendation,main_activity,skill_level,destination_country,people_count,cancellation_reason,source,base_price_local_currency,price_currency,exchange_rate,payment_method
20142,John,20/11/2018,,16,United Kingdom,16,,199,1_cancelled,,2,20/11/2018,Affirmative,From 18-Jul-2019 to 20-Jul-2019," 
",Mountaineering,intermediate,14,1,Pending - Form not filled,Organic,600,EUR,1,
20140,Rob,20/11/2018,,193,Australia,193,Yes,673,1_cancelled,,2,21/11/2018,Affirmative,From 06-Jul-2019 to 07-Jul-2019," 
",Hiking,,108,10,Pending - Form not filled,Organic,600,EUR,1,
20137,Denina,20/11/2018,,351,United States,351,,9,1_cancelled,,,25/03/2018,None,," 
",Heliskiing,,110,Unknown,Pending - Form not filled,Referral,to confirm,JPY,0.0077,
20133,Adam,20/11/2018,,1,,1,,56,1_cancelled,,2,25/03/2018,None,," 
",Mountaineering,,142,Unknown,Pending - Form not filled,Unknown,to confirm,USD,0.879,
20132,Mark,20/11/2018,,176,Australia,176,,639,1_cancelled,,1,25/03/2018,None,From 03-Feb-2019 to 07-Feb-2019," 
",Heliskiing,intermediate,110,4,Pending - Form not filled,Organic,to confirm,JPY,0.0077,
20129,Victor,20/11/2018,,79,United States,79,,516,1_cancelled,,3,21/11/2018,Affirmative,From 31-Oct-2019 to 05-Nov-2019," 
",Mountaineering,beginner,108,1,Pending - Form not filled,Organic,1100,EUR,1,
20127,Sonia,20/11/2018,,319,Australia,424,,513,1_cancelled,,2,20/11/2018,None,From 21-Jul-2019 to 22-Jul-2019," 
",Mountaineering,intermediate,,3,Pending - Form not filled,Paid,to confirm,EUR,1,
20125,,19/11/2018,,52,United States,169,Yes,#N/A,1_cancelled,,1,3/12/2018,Affirmative,From 01-Mar-2019 to 06-Mar-2019," 
",Rock Climbing,intermediate,44,1,Pending - Form not filled,Organic,200,USD,0.879,
20123,Davy,19/11/2018,,126,,375,,714,1_cancelled,,1,23/11/2018,Negative,From 14-Dec-2018 to 16-Dec-2018," 
",Ice Climbing,intermediate,212,1,Pending - Form not filled,Unknown,to confirm,CHF,0.8788,
20120,Andy,19/11/2018,,284,United Kingdom,284,,617,1_cancelled,,7,30/11/2018,Affirmative,From 01-May-2019 to 31-Aug-2019," 
",Hiking,intermediate,108,2,Pending - Form not filled,Organic,2400,EUR,1,
20119,Jerry,19/11/2018,,73,United States,342,,48,2_sold,12/02/2019,14,7/12/2018,Affirmative,From 01-Feb-2019 to 28-Feb-2019," 
",Mountaineering,intermediate,10,1,#NA,Organic,2950,USD,0.879,Wire Transfer
20118,Ruth,19/11/2018,,280,United States,280,,177,1_cancelled,,3,19/11/2018,Affirmative,From 12-Apr-2019 to 16-Apr-2019," 
",Hiking,beginner,74,2,Pending - Form not filled,Organic,2000,EUR,1,
20405,Ryan,27/11/2018,,317,,317,,523,2_sold,6/07/2019,4,27/11/2018,Affirmative,From 01-Jul-2019 to 31-Jul-2019," 
",,beginner,74,1,#NA,Direct,1495,EUR,1,Credit card
