Périmètre,Nature,Date,Heures,Consommation,Prévision J-1,Prévision J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Cogén.,Fioul - Autres,Gaz - TAC,Gaz - Cogén.,Gaz - CCG,Gaz - Autres,Hydraulique - Fil de l?eau + éclusée,Hydraulique - Lacs,Hydraulique - STEP turbinage,Bioénergies - Déchets,Bioénergies - Biomasse,Bioénergies - Biogaz
France,Données temps réel,2020-03-02,10:00,70448,71000,70400,394,12,7820,47728,4883,1281,12193,-37,732,-4558,53,-2000,1500,-3117,-1880,1104,227,21,146,72,2647,5101,0,7034,3716,1443,195,289,248
France,Données temps réel,2020-03-02,10:15,70277,70900,70450,842,12,8165,47785,4694,1561,11583,-23,733,-5075,60,,,,,,675,21,146,350,2670,5145,0,6879,3440,1264,196,289,248
France,Données temps réel,2020-03-02,10:30,70465,70800,70500,863,14,8188,47801,4540,1701,11775,-24,734,-5127,60,-2000,1500,-3117,-1880,1124,696,21,146,350,2683,5155,0,6799,3512,1464,198,288,248
France,Données temps réel,2020-03-02,10:45,70356,70900,70500,862,12,7845,47805,4505,1863,11613,-48,733,-4834,58,,,,,,695,21,146,352,2687,4806,0,6837,3408,1368,198,287,248
France,Données temps réel,2020-03-02,11:00,70528,71000,70500,852,13,7832,47799,4537,2172,11963,-43,738,-5335,58,-2000,1500,-3117,-1758,-689,685,21,146,348,2683,4801,0,6862,3510,1591,202,288,248
France,Données temps réel,2020-03-02,11:15,70533,71250,70600,872,13,7900,47861,4562,2053,12110,-52,739,-5525,58,,,,,,705,21,146,353,2678,4869,0,6903,3422,1785,203,288,248
France,Données temps réel,2020-03-02,11:30,70748,71500,70700,856,12,7832,47821,4693,2305,12064,-69,738,-5504,57,-2000,1500,-3117,-1758,-820,689,21,146,347,2680,4805,0,6894,3399,1771,202,288,248
France,Données temps réel,2020-03-02,11:45,71052,71550,71250,863,13,8198,47817,4769,2197,12676,-88,743,-6136,59,,,,,,696,21,146,351,2680,5167,0,6910,4002,1764,206,289,248
France,Données temps réel,2020-03-02,12:00,71663,71600,71800,847,14,8123,47763,4696,2404,12982,-93,740,-5813,58,-1682,1500,-2876,-3120,-654,680,21,146,347,2681,5095,0,6975,4166,1841,204,288,248
France,Données temps réel,2020-03-02,12:15,71274,71100,71200,851,13,8224,47814,4781,2425,13510,-91,739,-6992,58,,,,,,684,21,146,350,2678,5196,0,7021,4376,2113,203,288,248
France,Données temps réel,2020-03-02,12:30,71205,70600,70600,854,12,8194,47868,5004,2592,12992,-83,736,-6964,58,-1682,1500,-2876,-3120,-704,687,21,146,347,2680,5167,0,7008,4073,1911,201,287,248
France,Données temps réel,2020-03-02,12:45,71242,71200,71200,858,13,8112,47888,5056,2362,13185,-89,741,-6884,57,,,,,,691,21,146,349,2679,5084,0,6995,4216,1974,206,287,248
France,Données temps réel,2020-03-02,13:00,70637,71800,71800,851,14,8130,47878,5185,2399,13108,-86,741,-7583,57,-889,1500,-2876,-3178,-1694,684,21,146,347,2678,5105,0,6988,4096,2024,206,287,248
France,Données temps réel,2020-03-02,13:15,70155,70750,70750,861,12,8150,47900,5321,2835,12254,-30,742,-7890,58,,,,,,694,21,146,347,2670,5133,0,6945,3429,1880,207,287,248
France,Données temps réel,2020-03-02,13:30,69497,69700,69700,559,14,7993,47901,5603,2864,11884,-34,740,-8027,54,-889,1500,-2876,-3178,-1700,392,21,146,98,2673,5222,0,6970,3543,1371,205,287,248
France,Données temps réel,2020-03-02,13:45,69296,69500,69500,168,14,7846,47898,5631,2443,11859,-40,742,-7265,50,,,,,,1,21,146,-2,2670,5178,0,6884,3692,1283,207,287,248
France,Données temps réel,2020-03-02,14:00,69339,69300,69300,168,13,8041,47945,5770,2695,11810,-39,739,-7803,51,-345,1500,-2576,-3008,-4092,1,21,146,-1,2673,5369,0,6850,3687,1273,203,288,248
France,Données temps réel,2020-03-02,14:15,68745,69200,68800,169,13,8231,47941,6027,2634,11554,-52,742,-8514,52,,,,,,2,21,146,-2,2673,5560,0,6890,3560,1104,206,288,248
France,Données temps réel,2020-03-02,14:30,68420,69100,68300,169,13,8142,47944,6259,3049,10995,-62,740,-8829,51,-345,1500,-2576,-3008,-4304,2,21,146,-1,2673,5470,0,6901,3428,666,204,288,248
France,Données temps réel,2020-03-02,14:45,67522,67900,67550,169,12,7874,47991,6297,2720,10886,-64,741,-9104,50,,,,,,2,21,146,0,2674,5200,0,6886,3317,683,205,288,248
France,Données temps réel,2020-03-02,15:00,66923,66700,66800,169,13,7776,48012,6582,2402,10471,-49,740,-9193,50,-1070,1500,-2743,-3178,-5376,2,21,146,-2,2673,5105,0,6936,3044,491,205,287,248
France,Données temps réel,2020-03-02,15:15,66576,66500,66550,169,14,7883,47967,6836,2542,10672,-62,741,-10186,50,,,,,,2,21,146,-1,2675,5209,0,6970,3283,419,205,288,248
France,Données temps réel,2020-03-02,15:30,66279,66300,66300,169,9,7872,47980,7084,2489,10610,-63,739,-10610,50,-1070,1500,-2743,-3178,-5417,2,21,146,-1,2674,5199,0,6937,3230,443,204,287,248
France,Données temps réel,2020-03-02,15:45,65500,66000,65850,169,10,7886,48010,7049,2249,10560,-64,742,-11111,50,,,,,,2,21,146,-1,2675,5212,0,6891,3207,462,205,289,248
France,Données temps réel,2020-03-02,16:00,65451,65700,65400,169,10,7895,48001,7425,1783,10385,-63,749,-10903,51,-1899,1500,-2743,-3178,-5002,2,21,146,0,2677,5218,0,6884,3077,424,206,295,248
France,Données temps réel,2020-03-02,16:15,65161,65600,65100,169,10,7799,47915,7571,1864,10301,-63,748,-11153,50,,,,,,2,21,146,-1,2682,5118,0,6936,2936,429,204,296,248
France,Données temps réel,2020-03-02,16:30,65037,65500,64800,169,10,7779,47950,7797,1649,10219,-62,749,-11223,50,-1899,1500,-2743,-3178,-5019,2,21,146,0,2678,5101,0,6870,2928,421,203,298,248
France,Données temps réel,2020-03-02,16:45,64538,65500,64800,169,10,7909,47974,7822,1304,10125,-63,750,-11462,51,,,,,,2,21,146,-2,2681,5230,0,6826,2876,423,203,299,248
France,Données temps réel,2020-03-02,17:00,64843,65500,64800,169,11,7800,47939,7746,1273,10235,-63,756,-11023,50,-2000,1500,-3043,-3111,-4076,2,21,146,0,2678,5122,0,6853,2967,415,206,302,248
France,Données temps réel,2020-03-02,17:15,64880,65750,65100,169,10,7782,47923,7790,990,10214,-52,759,-10705,51,,,,,,2,21,146,0,2681,5101,0,6906,2923,385,203,308,248
France,Données temps réel,2020-03-02,17:30,64919,66000,65400,169,6,8017,47890,7954,751,10503,-30,764,-11105,52,-2000,1500,-3043,-3111,-4077,2,21,146,-1,2686,5332,0,6929,2934,640,204,312,248
France,Données temps réel,2020-03-02,17:45,65324,66850,66250,169,9,8144,48090,8016,579,10514,-24,765,-10938,52,,,,,,2,21,146,-2,2686,5460,0,6990,2994,530,205,312,248
France,Données temps réel,2020-03-02,18:00,65868,67700,67100,169,9,8186,48102,7826,341,10946,-30,766,-10447,52,-2000,1550,-3059,-3111,-2008,2,21,146,-1,2684,5503,0,7006,3078,862,205,313,248
France,Données temps réel,2020-03-02,18:15,66934,68950,68400,169,9,8285,48140,7739,243,10938,-33,768,-9324,53,,,,,,2,21,146,0,2699,5586,0,7071,3079,788,205,315,248
France,Données temps réel,2020-03-02,18:30,68185,70200,69700,169,7,8286,48104,7999,174,11843,-39,768,-9126,52,-2000,1550,-3059,-3111,-1920,2,21,146,-2,2695,5593,0,7273,3282,1288,206,314,248
France,Données temps réel,2020-03-02,18:45,70723,72350,71850,169,8,8378,48131,7957,149,14082,-42,769,-8878,51,,,,,,2,21,146,-1,2696,5683,0,7406,4223,2453,205,316,248
France,Données temps réel,2020-03-02,19:00,72678,74500,74000,168,8,8465,48032,8158,135,15377,-52,771,-8384,51,-2000,1550,-3059,-2502,-1951,1,21,146,0,2695,5770,0,7404,4876,3097,206,317,248
France,Données temps réel,2020-03-02,19:15,73512,74500,74000,169,8,8490,48089,8146,129,15719,-54,771,-7955,51,,,,,,2,21,146,-1,2700,5791,0,7432,4951,3336,207,316,248
France,Données temps réel,2020-03-02,19:30,73274,74500,74000,169,8,8394,48049,8167,126,15243,-49,769,-7602,50,-2000,1550,-3059,-2502,-1331,2,21,146,-1,2702,5693,0,7399,4635,3209,205,316,248
France,Données temps réel,2020-03-02,19:45,72625,73500,73000,169,8,8322,48081,8189,0,14651,-38,766,-7651,50,,,,,,2,21,146,0,2702,5620,0,7377,4420,2854,205,313,248
France,Données temps réel,2020-03-02,20:00,71571,72500,72000,169,8,8311,48106,8184,0,14466,-35,767,-8530,51,-2000,277,-3059,-2904,-2092,2,21,146,-1,2702,5610,0,7356,4334,2776,206,313,248
France,Données temps réel,2020-03-02,20:15,70419,71150,70600,168,8,8384,48051,8191,0,14775,-45,769,-10014,51,,,,,,1,21,146,0,2711,5673,0,7306,4465,3004,206,315,248
France,Données temps réel,2020-03-02,20:30,69292,69800,69200,168,8,8261,48053,8428,0,13586,-33,768,-10083,51,-2000,277,-3059,-2904,-1591,1,21,146,-1,2710,5552,0,7253,4073,2260,205,315,248
France,Données temps réel,2020-03-02,20:45,68258,68700,68100,168,7,8157,48030,8406,0,12525,-38,771,-9893,51,,,,,,1,21,146,-1,2710,5448,0,7168,3278,2079,206,317,248
France,Données temps réel,2020-03-02,21:00,66820,67600,67000,169,7,8206,48084,8440,0,11855,-37,771,-10801,52,-2000,-508,-2901,-3064,-3316,2,21,146,-1,2712,5495,0,7153,3158,1544,206,317,248
France,Données temps réel,2020-03-02,21:15,66068,66600,66000,169,7,8276,48130,8523,0,12159,-53,771,-12045,52,,,,,,2,21,146,-2,2714,5564,0,7107,3619,1433,206,317,248
France,Données temps réel,2020-03-02,21:30,65374,65600,65000,168,7,8284,48095,8550,0,10664,-67,769,-11217,53,-2000,-508,-2901,-3004,-3021,1,21,146,0,2715,5569,0,6896,3148,620,205,316,248
France,Données temps réel,2020-03-02,21:45,64519,64800,64200,167,7,7899,47918,8649,0,10262,-127,768,-11155,51,,,,,,0,21,146,0,2697,5202,0,6701,2895,666,205,315,248
France,Données temps réel,2020-03-02,22:00,64270,64000,63400,168,7,7444,47872,8686,0,9828,-116,768,-10519,49,-2000,717,-2926,-3051,-1750,1,21,146,0,2697,4747,0,6720,2568,540,205,315,248
France,Données temps réel,2020-03-02,22:15,64158,64350,63700,168,7,7328,47757,8444,0,9322,-114,768,-9652,49,,,,,,1,21,146,0,2702,4626,0,6654,2171,497,204,316,248
France,Données temps réel,2020-03-02,22:30,65002,64700,64000,167,7,7467,47722,8416,0,9621,-313,768,-8983,50,-2000,717,-2926,-3051,-880,0,21,146,-1,2721,4747,0,6596,2228,797,204,316,248
France,Données temps réel,2020-03-02,22:45,67083,66200,65500,168,5,8300,47669,8387,0,10030,-251,771,-8124,54,,,,,,1,21,146,-1,2723,5578,0,6645,2423,962,207,316,248
France,Données temps réel,2020-03-02,23:00,66521,67700,67000,169,6,8309,47783,8306,0,9578,-245,769,-8281,54,-1901,1271,-2836,-3051,-727,2,21,146,-1,2724,5586,0,6632,2066,880,204,317,248
France,Données temps réel,2020-03-02,23:15,66149,67450,66900,169,6,8137,47678,8161,0,9415,-252,767,-8059,54,,,,,,2,21,146,-1,2729,5409,0,6470,2025,920,203,316,248
France,Données temps réel,2020-03-02,23:30,66156,67200,66800,168,6,7996,47552,8042,0,9018,-246,769,-7274,53,-1901,1271,-2836,-3051,-89,1,21,146,-1,2731,5266,0,6452,1799,767,205,316,248
France,Données temps réel,2020-03-02,23:45,66258,66100,65900,167,5,8050,47408,7726,0,8799,-63,769,-6734,54,,,,,,0,21,146,0,2732,5318,0,6418,1741,640,205,316,248
France,Données temps réel,2020-03-03,00:00,65121,65000,65200,168,5,8008,47128,7775,0,8350,-61,769,-7149,54,-1802,1470,-3419,-2781,-1489,1,21,146,-2,2730,5280,0,6449,1601,300,205,316,248
France,Données temps réel,2020-03-03,00:15,65056,64150,64400,169,3,8092,47353,7827,0,9082,-84,774,-8293,54,,,,,,2,21,146,0,2716,5376,0,6239,2199,644,208,317,249
France,Données temps réel,2020-03-03,00:30,63583,63300,63600,167,1,7836,47025,7668,0,8093,-343,773,-7766,54,-1802,1470,-3419,-2781,-1339,0,21,146,0,2718,5118,0,6201,1779,113,207,317,249
France,Données temps réel,2020-03-03,00:45,61845,62200,62500,167,-1,7554,46832,7354,0,7741,-493,776,-8211,53,,,,,,0,21,146,-2,2717,4839,0,6153,1504,84,208,319,249
France,Données temps réel,2020-03-03,01:00,61189,61100,61400,165,-1,7471,46705,7247,0,7588,-650,772,-8231,53,-1703,1500,-2736,-2849,-2706,-2,21,146,-1,2723,4749,0,6140,1399,49,206,317,249
France,Données temps réel,2020-03-03,01:15,62359,61300,61850,165,0,7755,47255,7209,0,7898,-668,774,-8162,54,,,,,,-2,21,146,-1,2722,5034,0,6099,1654,145,206,319,249
France,Données temps réel,2020-03-03,01:30,61684,61500,62300,165,0,7556,46936,7025,0,7704,-678,771,-7919,53,-1703,1500,-2736,-2849,-2517,-2,21,146,-1,2722,4835,0,6063,1538,103,206,316,249
France,Données temps réel,2020-03-03,01:45,61796,61450,62200,165,-1,7540,46939,6864,0,7650,-629,771,-7634,53,,,,,,-2,21,146,-1,2725,4816,0,6070,1487,93,206,316,249
France,Données temps réel,2020-03-03,02:00,61347,61400,62100,165,0,7604,46990,6737,0,7606,-684,772,-7966,54,-1703,1500,-1895,-2866,-2669,-2,21,146,-2,2725,4881,0,6067,1448,91,206,317,249
France,Données temps réel,2020-03-03,02:15,61508,60700,61300,165,-1,7587,47307,6492,0,7714,-1395,772,-7263,54,,,,,,-2,21,146,-1,2720,4868,0,6078,1497,139,207,316,249
France,Données temps réel,2020-03-03,02:30,60516,60000,60500,165,-2,7432,47004,6305,0,7597,-1392,771,-7490,54,-1703,1500,-1895,-2866,-2736,-2,21,146,-2,2726,4708,0,6070,1419,108,206,316,249
France,Données temps réel,2020-03-03,02:45,60021,59250,59950,165,-2,7487,47125,5996,0,7586,-1629,773,-7611,55,,,,,,-2,21,146,-2,2721,4768,0,6030,1438,118,207,317,249
France,Données temps réel,2020-03-03,03:00,59273,58500,59400,165,-2,7209,47000,5730,0,7514,-1626,772,-7621,53,-1703,1500,-1786,-2976,-3267,-2,21,146,-1,2726,4484,0,6047,1376,91,207,316,249
France,Données temps réel,2020-03-03,03:15,58907,58100,58900,165,-2,7056,47367,5517,0,7671,-1559,773,-8208,52,,,,,,-2,21,146,-1,2728,4329,0,6036,1490,145,208,316,249
France,Données temps réel,2020-03-03,03:30,58331,57700,58400,165,-2,6897,47156,5409,0,7605,-1556,772,-8243,52,-1703,1500,-1786,-2976,-3267,-2,21,146,0,2727,4170,0,6076,1416,113,207,316,249
France,Données temps réel,2020-03-03,03:45,57968,57550,57950,165,0,6847,47162,5254,0,7645,-1793,772,-8212,52,,,,,,-2,21,146,-1,2729,4119,0,6081,1408,117,207,316,249
France,Données temps réel,2020-03-03,04:00,57529,57400,57500,165,1,6776,46997,5107,0,7584,-1791,771,-8208,52,-1703,1500,-2036,-2947,-2951,-2,21,146,0,2728,4048,0,6086,1400,98,206,316,249
France,Données temps réel,2020-03-03,04:15,57931,57450,57700,165,0,6975,47068,5111,0,7613,-1789,774,-8113,53,,,,,,-2,21,146,0,2733,4242,0,6083,1437,93,208,317,249
France,Données temps réel,2020-03-03,04:30,57909,57500,57900,165,1,7016,47062,4954,0,7587,-1787,774,-7995,53,-1703,1500,-2036,-2947,-3101,-2,21,146,-1,2734,4283,0,6072,1425,90,208,317,249
France,Données temps réel,2020-03-03,04:45,58021,58100,58350,165,64,7121,47574,4815,0,7659,-1542,772,-8735,54,,,,,,-2,21,146,0,2730,4391,0,6090,1473,96,206,317,249
France,Données temps réel,2020-03-03,05:00,58843,58700,58800,165,132,7208,47600,4646,0,7668,-1543,772,-7932,55,-1703,1500,-3100,-2078,-1958,-2,21,146,-1,2731,4478,0,6103,1468,97,206,317,249
France,Données temps réel,2020-03-03,05:15,59975,59600,59700,165,161,7916,47501,4482,0,7610,-1311,773,-7446,60,,,,,,-2,21,146,-1,2736,5181,0,6143,1418,49,207,317,249
France,Données temps réel,2020-03-03,05:30,60584,60500,60600,165,191,8040,47914,4322,0,8105,-1311,774,-7744,60,-1703,1500,-3100,-2078,-2123,-2,21,146,-1,2736,5305,0,6186,1833,86,206,319,249
France,Données temps réel,2020-03-03,05:45,61603,61750,61700,169,207,8103,48031,4232,0,8532,-727,773,-7837,60,,,,,,2,21,146,0,2735,5368,0,6192,2176,164,206,318,249
France,Données temps réel,2020-03-03,06:00,62849,63000,62800,167,211,8114,47795,4199,0,8602,-721,773,-6414,60,-1500,1500,-3100,-1234,-352,0,21,146,0,2776,5338,0,6206,2252,144,206,318,249
France,Données temps réel,2020-03-03,06:15,65072,64800,64700,169,282,8318,47994,4191,0,9071,-349,768,-5500,61,,,,,,2,21,146,0,2800,5518,0,6337,2583,151,204,315,249
France,Données temps réel,2020-03-03,06:30,66603,66600,66600,169,308,8279,48135,4114,0,9719,-35,767,-4982,61,-1500,1500,-3100,-1234,-677,2,21,146,0,2801,5478,0,6355,2701,663,204,314,249
France,Données temps réel,2020-03-03,06:45,68182,68000,68150,169,303,8494,48300,4139,0,10979,-46,768,-5052,60,,,,,,2,21,146,-1,2800,5695,0,6397,3336,1246,203,316,249
France,Données temps réel,2020-03-03,07:00,69737,69400,69700,168,302,8505,47124,4074,0,11948,-50,771,-3234,61,-1558,1450,-3233,-1082,1442,1,21,146,-1,2803,5703,0,6591,3729,1628,207,315,249
France,Données temps réel,2020-03-03,07:15,70796,70350,70750,169,302,8444,46887,4010,0,13065,-42,774,-2980,60,,,,,,2,21,146,-1,2805,5640,0,6799,3677,2589,207,318,249
France,Données temps réel,2020-03-03,07:30,71872,71300,71800,169,302,8509,47031,3899,201,13840,-54,773,-2798,59,-1558,1450,-3233,-1082,1464,2,21,146,0,2804,5705,0,6837,4136,2867,205,319,249
France,Données temps réel,2020-03-03,07:45,72173,72000,72300,165,300,8643,47055,3717,258,14263,-55,770,-2943,60,,,,,,-2,21,146,0,2806,5837,0,6892,4155,3216,204,317,249
France,Données temps réel,2020-03-03,08:00,72644,72700,72800,483,302,8595,47068,3507,350,14207,-55,772,-2585,63,-1550,1450,-3233,-640,2153,316,21,146,-1,2803,5793,0,6922,4080,3205,205,318,249
France,Données temps réel,2020-03-03,08:15,72776,73000,73000,667,302,8571,47005,3304,539,13740,-47,772,-2077,65,,,,,,500,21,146,-2,2797,5776,0,6981,3737,3022,205,318,249
France,Données temps réel,2020-03-03,08:30,73217,73300,73200,666,301,8605,47038,3115,743,13867,-50,772,-1840,65,-1550,1450,-3233,-640,2651,499,21,146,0,2802,5803,0,6960,3804,3103,205,318,249
France,Données temps réel,2020-03-03,08:45,73294,73650,73300,665,301,8522,46891,2941,971,13569,-40,768,-1294,65,,,,,,498,21,146,-1,2797,5726,0,7016,3632,2921,203,316,249
France,Données temps réel,2020-03-03,09:00,73369,74000,73400,666,301,8526,46838,2729,1205,13559,-40,770,-1185,65,-1700,1450,-3255,-73,2805,499,21,146,-1,2800,5727,0,7042,3618,2899,204,317,249
France,Données temps réel,2020-03-03,09:15,73272,74000,73400,664,301,8119,46812,2561,1464,13500,-40,773,-882,63,,,,,,497,21,146,-1,2789,5331,0,7082,3540,2878,205,319,249
France,Données temps réel,2020-03-03,09:30,73187,74000,73400,267,301,8123,46837,2395,1606,13446,-39,774,-523,59,-1700,1450,-3255,-73,3315,100,21,146,0,2791,5332,0,7055,3523,2868,206,319,249
France,Données temps réel,2020-03-03,09:45,73192,73950,73450,167,301,7960,46720,2226,1750,13245,-39,771,91,57,,,,,,0,21,146,0,2789,5171,0,7019,3392,2834,204,318,249
France,Données temps réel,2020-03-03,10:00,73266,73900,73500,168,301,8066,46752,2102,1945,13292,-39,769,-90,58,-1800,1450,-3255,950,2780,1,21,146,0,2789,5277,0,7010,3456,2826,203,317,249
France,Données temps réel,2020-03-03,10:15,72940,73600,73200,168,341,7970,46821,1987,2133,12516,-39,770,273,58,,,,,,1,21,146,0,2779,5191,0,6891,3268,2357,204,317,249
France,Données temps réel,2020-03-03,10:30,72896,73300,72900,169,395,7857,46903,1873,2239,12355,-40,768,377,58,-1800,1450,-3255,950,2872,2,21,146,-1,2779,5079,0,6795,3187,2373,203,316,249
France,Données temps réel,2020-03-03,10:45,72599,73100,72700,167,444,7835,46872,1771,2330,12242,-39,770,207,59,,,,,,0,21,146,-1,2777,5059,0,6699,3198,2345,205,316,249
France,Données temps réel,2020-03-03,11:00,72505,72900,72500,169,501,7891,47029,1674,2392,12132,-43,769,-9,60,-1377,1500,-3255,730,4049,2,21,146,0,2774,5117,0,6728,3115,2289,204,316,249
France,Données temps réel,2020-03-03,11:15,72649,72950,72400,169,505,7571,47027,1616,2543,11976,-37,770,509,59,,,,,,2,21,146,-1,2759,4813,0,6733,3056,2187,205,316,249
France,Données temps réel,2020-03-03,11:30,72331,73000,72300,168,499,7599,47019,1460,2436,11764,-44,764,666,59,-1377,1500,-3255,730,4071,1,21,146,-1,2766,4834,0,6748,3105,1911,200,315,249
France,Données temps réel,2020-03-03,11:45,72500,73250,72700,168,522,7735,47113,1439,2368,11949,-49,768,487,60,,,,,,1,21,146,0,2760,4975,0,6743,3210,1996,203,316,249
France,Données temps réel,2020-03-03,12:00,72959,73500,73100,168,507,7680,47121,1382,2440,11898,-57,772,1048,59,-1203,1500,-3182,175,3376,1,21,146,-1,2752,4929,0,6742,3195,1961,204,319,249
France,Données temps réel,2020-03-03,12:15,72468,72750,72550,168,518,7662,47137,1397,2543,11829,-76,768,522,59,,,,,,1,21,146,0,2747,4915,0,6704,3135,1990,205,314,249
France,Données temps réel,2020-03-03,12:30,72393,72000,72000,169,516,7632,47162,1384,2519,12211,-77,769,108,59,-1203,1500,-3182,175,3418,2,21,146,0,2745,4887,0,6717,3145,2349,207,313,249
France,Données temps réel,2020-03-03,12:45,72980,72300,72650,168,519,7738,47157,1422,2366,12222,-87,769,706,60,,,,,,1,21,146,0,2742,4996,0,6713,3151,2358,207,313,249
France,Données temps réel,2020-03-03,13:00,72188,72600,73300,167,500,7581,47150,1435,2318,11894,-80,771,452,59,-1531,1500,-3182,567,3333,0,21,146,-9,2745,4845,0,6680,2944,2270,207,315,249
France,Données temps réel,2020-03-03,13:15,71628,71550,72100,169,501,7876,47146,1447,2344,11500,-83,771,-43,61,,,,,,2,21,146,272,2735,4869,0,6625,2964,1911,207,315,249
France,Données temps réel,2020-03-03,13:30,70910,70500,70900,169,471,7846,47132,1514,2302,10698,-72,770,80,61,-1531,1500,-3182,567,3291,2,21,146,329,2737,4780,0,6614,2679,1405,206,315,249
France,Données temps réel,2020-03-03,13:45,70484,70050,70500,169,470,7767,47159,1588,2123,10343,-73,768,170,61,,,,,,2,21,146,326,2738,4703,0,6610,2659,1074,203,316,249
